"BRGL","Lasso","EN","OSCAR","BLasso","BEN"
9.67602497627166,14.105386897844,9.2688504933837,8.84266880108752,10.768629063941,8.89972626412654
12.5231727679887,15.8577415093866,14.6714717490279,12.1349134986385,12.8102131130806,14.1011078086257
11.0745021442917,14.1649129771537,11.9112674681729,11.4075541634557,12.4340565621399,11.1951046629087
16.2387097654937,17.805607656897,17.6912639324087,15.9701413613858,16.0714509484689,16.103981525986
10.6197846625171,14.4420317165429,14.3620001626662,9.26452529981555,11.4884276666979,8.9829953071776
8.82905384963775,10.0622221688023,8.70279028980798,8.65318111130853,9.01303986404644,8.8494672330489
13.2267248701482,13.9791759511014,14.2879376555664,13.8408402583151,12.5523451108117,13.278334453192
10.0697205861379,10.4143286163496,10.3814365136671,10.0860608045188,10.3831016164358,10.0138148450275
12.9924066277876,14.0217809417363,13.8952444522931,13.0233242407928,13.160385013415,13.3830422592717
10.2709042887819,10.4628181871048,9.69119248579178,9.1801388802785,11.2386295366113,9.81277903840497
